pl_name,pl_radj,pl_bmassj,pl_orbper,st_teff
Kepler-1167 b,0.15255598,0.01120000,1.00393373900,4971.00
Kepler-1740 b,0.29647782,0.03470000,8.17240047500,5705.00
Kepler-1581 b,0.07137122,0.00137000,6.28385491000,6022.00
Kepler-644 b,0.28102418,0.03170000,3.17391710300,6747.00
Kepler-1752 b,0.40508631,0.05900000,56.35850143000,5446.00
Kepler-280 c,0.17900000,0.01480000,4.80709100000,5744.00
Kepler-1208 b,0.20697654,0.01890000,11.08507637000,5001.00
Kepler-263 c,0.22000000,0.02100000,47.33277300000,5265.00
Kepler-1101 b,0.22035864,0.02100000,81.31510590000,5614.00
HD 168746 b,0.99300000,0.27000000,6.40400000000,5570.00
K2-19 b,0.62449925,0.10194180,7.92220000000,5322.00
Kepler-560 b,0.15344812,0.01130000,18.47764449000,3556.00
Kepler-150 d,0.24900000,0.02580000,12.56093000000,5560.00
Kepler-498 b,0.27031849,0.02970000,9.61375356000,5744.00
Kepler-817 b,0.80560264,0.18900000,3.99010622900,5861.00
Kepler-937 b,0.33187617,0.04200000,67.66882700000,6095.00
K2-10 b,0.33660509,0.07928807,19.30553000000,5533.00
Kepler-571 b,0.23552502,0.02350000,4.79859938800,5527.00
Kepler-1458 b,0.24623071,0.02530000,47.98727640000,5653.00
K2-335 b,0.19716333,0.01740000,12.28321100000,6222.00
Kepler-1600 c,0.17325974,0.01390000,7.29804992700,5119.00
Kepler-221 d,0.24400000,0.01135833,10.04156000000,5243.00
Kepler-626 b,0.20430012,0.01840000,14.48585199000,5813.00
Kepler-1549 b,0.22928004,0.02240000,214.88654500000,5324.00
K2-62 c,0.17753621,0.01450000,16.19697000000,4455.00
Kepler-1149 b,0.12846820,0.00839000,3.73089898000,5833.00
Kepler-1288 b,0.09991971,0.00459000,2.76122421000,6132.00
Kepler-128 b,0.12677335,0.01192467,15.00000000000,6072.00
Kepler-1245 b,0.12846820,0.00839000,4.35409304000,5306.00
Kepler-1068 b,0.32384691,0.04030000,16.92344113000,5806.00
Kepler-311 c,0.12800000,0.00829000,19.73828600000,5905.00
Kepler-150 e,0.27800000,0.03120000,30.82655700000,5560.00
Kepler-272 c,0.16000000,0.30800000,6.05734200000,5297.00
Kepler-152 c,0.21300000,0.01980000,88.25505500000,5088.00
Kepler-1506 b,0.11776251,0.00724000,14.03291540000,5676.00
CoRoT-3 b,1.01000000,21.66000000,4.25680000000,6740.00
HD 205739 b,1.21000000,1.37000000,279.80000000000,6176.00
NGTS-10 b,1.20500000,2.16200000,0.76689440000,4600.00
HD 224693 b,1.25000000,0.70000000,26.69040000000,5894.00
HD 156279 b,1.12000000,9.43200000,133.40355000000,5453.00
HD 12661 b,1.18000000,2.43000000,262.70862000000,5645.00
2MASS J12073346-3932539 b,1.15000000,5.00000000,,2825.00
HD 16417 b,0.44600000,0.06960000,17.24000000000,5841.00
HD 19994 b,1.21000000,1.37000000,466.20000000000,6188.00
HD 156279 c,1.11000000,9.75000000,4818.25358000000,5453.00
GJ 179 b,1.23000000,0.95000000,2288.00000000000,3370.00
GQ Lup b,3.00000000,20.00000000,,4360.00
GJ 832 b,1.23000000,0.99000000,3853.00000000000,3472.00
HD 37605 b,1.18000000,2.69000000,55.01292000000,5329.00
HD 33283 b,1.12000000,0.32900000,18.19910000000,5935.00
HD 9446 b,1.25000000,0.70000000,30.05200000000,5793.00
HD 134987 c,1.24000000,0.82000000,5000.00000000000,5585.00
HD 110014 b,1.11000000,11.09000000,835.47700000000,4445.00
HD 79498 b,1.22000000,1.34000000,1807.00000000000,5748.00
HD 45652 b,1.28000000,0.43300000,44.07300000000,5294.00
HIP 79431 b,1.19000000,2.10000000,111.70000000000,3191.00
HD 3167 b,0.14898768,0.01563737,0.95964100000,5261.00
GJ 876 b,1.19000000,2.27560000,61.11660000000,3293.74
HD 114783 c,1.20000000,1.90000000,4352.00000000000,5135.00
HD 47186 c,1.16000000,0.35061000,1353.60000000000,5657.00
HD 114783 b,1.23000000,1.10000000,493.70000000000,5135.00
HD 148156 b,1.24000000,0.85000000,1027.00000000000,6308.00
HD 12661 c,1.18000000,2.83000000,1708.00000000000,5748.00
HIP 14810 c,1.22000000,1.31000000,147.74700000000,5544.00
HIP 14810 b,1.16000000,3.90000000,6.67389200000,5544.00
GJ 876 d,0.22400000,0.02100000,1.93778000000,3293.74
GJ 876 e,0.35000000,0.04600000,124.26000000000,3293.74
gam1 Leo b,1.12000000,8.78000000,428.50000000000,4330.00
HD 156411 b,1.25000000,0.74000000,842.20000000000,5900.00
HD 8535 b,1.25000000,0.68000000,1313.00000000000,6136.00
HD 37605 c,1.17000000,3.19000000,2720.00000000000,5329.00
HD 1605 c,1.16000000,3.62000000,2149.00000000000,4915.00
BD+20 2457 b,1.08000000,21.42000000,379.63000000000,4137.00
HD 240210 b,1.14000000,5.21000000,501.75000000000,4297.00
CoRoT-17 b,1.02000000,2.43000000,3.76810000000,5740.00
HD 132563 b,1.21000000,1.49000000,1544.00000000000,6289.00
HD 55696 b,1.16000000,4.27000000,1827.00000000000,6012.00
HD 148164 b,1.22000000,1.23000000,328.55000000000,6032.00
24 Sex c,1.24000000,0.86000000,883.00000000000,5098.00
HD 22781 b,1.10000000,13.65000000,528.07000000000,5027.00
HD 68988 b,1.20000000,1.97000000,6.27711000000,5932.00
HD 148164 c,1.15000000,5.16000000,5062.00000000000,6032.00
HD 29985 b,1.14000000,5.47300000,20608.14049000000,4678.00
HD 3167 c,0.26764253,0.03501890,29.84540000000,5261.00
HD 90156 b,0.39500000,0.05700000,49.77000000000,5599.00
HD 45350 b,1.20000000,1.79000000,963.60000000000,5566.00
MOA-2009-BLG-266L b,0.28600000,0.03270000,2800.00000000000,
Kepler-595 c,0.09001695,0.01038291,12.38602000000,5138.50
Kepler-595 b,0.33080560,0.05474625,25.30290920000,5138.50
HD 177830 c,0.70200000,0.15000000,110.90000000000,4949.00
OGLE-TR-111 b,1.01900000,0.55000000,4.01444630000,5040.00
PSR B1257+12 b,0.03020000,0.00006293,25.26200000000,
PSR B1257+12 d,0.16100000,0.01227071,98.21140000000,
MOA-2007-BLG-192L b,0.14600000,0.01000000,,
CoRoT-18 b,1.31000000,3.47000000,1.90006930000,5440.00
Kepler-45 b,0.96000000,0.50500000,2.45523900000,3820.00
WASP-23 b,0.96200000,0.88400000,2.94442560000,5150.00
HD 107148 b,0.85600000,0.21000000,48.05600000000,5797.00
SWEEPS-11 b,1.13000000,9.70000000,1.79600000000,
OGLE-TR-211 b,1.36000000,1.03000000,3.67724000000,6325.00
Lupus-TR-3 b,0.89000000,0.81000000,3.91405000000,5000.00
OGLE-2005-BLG-390L b,0.19700000,0.01700000,3285.00000000000,
HN Peg b,1.05066000,21.99870000,,6186.00
MOA-2009-BLG-387L b,1.18000000,2.60000000,1980.00000000000,
GJ 674 b,0.29700000,0.03500000,4.69380000000,3600.00
CoRoT-11 b,1.43000000,2.33000000,2.99433000000,6440.00
2MASS J04414489+2301513 b,1.13000000,7.50000000,,2936.00
GJ 3634 b,0.25300000,0.02600000,2.64561000000,3517.00
CoRoT-13 b,0.88500000,1.30800000,4.03519000000,5945.00
OGLE-TR-10 b,1.25000000,0.62000000,3.10127800000,5950.00
HD 27442 b,1.21000000,1.56000000,428.10000000000,4846.00
GJ 3021 b,1.17000000,3.37000000,133.71000000000,5540.00
HD 221416 b,0.83600000,0.19000000,14.27670000000,5080.00
CoRoT-8 b,0.57000000,0.22000000,6.21229000000,5080.00
Kepler-18 c,0.49000000,0.05400000,7.64159000000,5345.00
Kepler-18 b,0.17800000,0.02200000,3.50472500000,5345.00
HD 46375 b,0.89400000,0.22600000,3.02357300000,5285.00
HD 136352 d,0.22856672,0.02775082,107.24500000000,5664.00
HD 221287 b,1.17000000,3.09000000,456.10000000000,6304.00
HD 33564 b,1.12000000,9.10000000,388.00000000000,6250.00
HD 189733 b,1.13000000,1.13000000,2.21857567000,5052.00
OGLE2-TR-L9 b,1.61000000,4.50000000,2.48553350000,6933.00
Kepler-4 b,0.35700000,0.07700000,3.21346000000,5857.00
WASP-38 b,1.23000000,3.44000000,6.87188000000,6180.00
HAT-P-13 c,1.10000000,14.28000000,446.27000000000,5653.00
Kepler-18 d,0.62300000,0.05200000,14.85888000000,5345.00
HAT-P-37 b,1.17800000,1.16900000,2.79743600000,5500.00
HD 129445 b,1.18000000,2.51000000,1840.00000000000,5646.00
Kepler-419 c,1.13000000,7.30000000,675.47000000000,6430.00
HD 70573 b,1.14000000,6.10000000,851.80000000000,5737.00
HD 47536 b,1.13000000,7.32000000,712.13000000000,4380.00
WASP-67 b,1.15000000,0.43000000,4.61442000000,5200.00
CoRoT-14 b,1.09000000,7.60000000,1.51214000000,6035.00
HD 102365 b,0.36900000,0.05000000,122.10000000000,5630.00
MOA-2008-BLG-310L b,0.46200000,0.07360000,,
Kepler-419 b,0.96000000,2.50000000,69.75460000000,6430.00
HD 24040 b,1.15000000,5.00000000,3668.00000000000,5802.00
HD 11964 c,0.48000000,0.07880000,37.91000000000,5303.00
CoRoT-6 b,1.16600000,2.96000000,8.88659300000,6090.00
WASP-31 b,1.54900000,0.47800000,3.40590960000,6302.00
HD 108236 f,0.17994469,0.01490000,29.54115000000,5660.00
Kepler-59 c,0.17700000,0.01198760,17.98012350000,6074.00
Kepler-58 c,0.25500000,0.16675665,15.57415680000,5843.00
HD 154857 c,1.18000000,2.58000000,3452.00000000000,5605.00
KOI-217 b,1.11000000,,3.90512000000,5545.00
Kepler-51 c,0.80300000,0.01300000,85.31200000000,6018.00
BD-210397 c,1.15000000,4.80000000,6240.00000000000,4051.00
Kepler-62 c,0.04800000,0.01300000,12.44170000000,4925.00
Kepler-62 b,0.11700000,0.03000000,5.71493200000,4925.00
CHXR 73 b,1.10000000,12.56900000,,3099.00
FU Tau b,1.09000000,16.00000000,,2838.00
GJ 667 C b,0.20100000,0.01789000,7.20300000000,3350.00
HD 168443 c,1.09000000,17.30600000,1753.10960000000,5491.00
Kepler-59 b,0.09800000,0.01290004,11.86817070000,6074.00
Kepler-53 b,0.25800000,0.34924506,18.64895250000,5858.00
HD 82943 c,1.20000000,1.95900000,220.07800000000,5935.00
HD 82943 b,1.20000000,1.68100000,441.47000000000,5935.00
UZ For b,,6.30000000,5840.00000000000,5286.90
Kepler-69 b,0.20000000,0.01780000,13.72234100000,5638.00
HIP 5158 c,1.09000000,15.04000000,9017.76000000000,4813.00
HU Aqr AB b,1.14000000,5.90000000,2390.00000000000,5952.00
Kepler-37 e,0.03300925,0.02548545,51.19600000000,5288.00
Kepler-65 d,0.13600000,0.01300000,8.13123000000,6211.00
Kepler-52 c,0.16400000,0.14284437,16.38500210000,4075.00
Kepler-55 b,0.21700000,0.13500000,27.94814490000,4362.00
UZ For c,,7.70000000,1916.25000000000,5286.90
Kepler-413 b,0.38800000,0.21100000,66.26200000000,4700.00
WASP-14 b,1.38000000,8.84000000,2.24375000000,6475.00
HAT-P-2 b,0.95100000,9.02000000,5.63351580000,6380.00
HAT-P-42 b,1.28000000,1.04400000,4.64187800000,5743.00
WASP-59 b,0.77500000,0.86300000,7.91958500000,4650.00
HAT-P-39 b,1.57100000,0.59900000,3.54387000000,6430.00
alf Ari b,1.20000000,1.80000000,380.80000000000,4553.00
KOI-55 b,0.06770000,0.00140000,0.24010400000,27730.00
GJ 536 b,0.21500000,0.02004226,8.70874000000,3641.00
HAT-P-7 b,1.51000000,1.84000000,2.20474000000,6389.00
WTS-2 b,1.36300000,1.12000000,1.01870680000,5000.00
KELT-6 c,1.16000000,3.71000000,1276.00000000000,6272.00
KOI-55 c,0.07730000,0.00210000,0.34288700000,27730.00
Ross 458 c,1.25000000,6.00000000,,3965.42
Kepler-38 b,0.38400000,0.38400000,105.59900000000,5623.00
Kepler-30 d,0.78500000,0.07300000,143.34394000000,5498.00
ROXs 42 B b,1.12000000,9.00000000,,3433.00
HD 217107 c,1.15000000,4.50000000,4270.00000000000,5575.00
HD 27894 b,1.26000000,0.61900000,18.01939000000,4875.00
Kepler-50 c,0.19400000,0.02580009,9.37647000000,6225.00
HD 233604 b,1.13000000,6.57500000,192.00000000000,4791.00
WD 0806-661 b,1.12000000,8.00000000,,9552.00
Kepler-63 b,0.54500000,0.37800000,9.43415050000,5576.00
Kepler-77 b,0.96000000,0.43000000,3.57878087000,5520.00
HAT-P-44 c,1.16000000,4.00000000,872.20000000000,5295.00
HATS-5 b,0.91200000,0.23700000,4.76338700000,5304.00
HD 10180 d,,10.37000000,16.35700000000,5911.00
WTS-1 b,1.49000000,4.01000000,3.35205700000,6250.00
HD 11506 d,1.10000000,12.80000000,26500.00000000000,6123.00
CoRoT-26 b,1.26000000,0.52000000,4.20474000000,5590.00
CoRoT-25 b,1.08000000,0.27000000,4.86069000000,6040.00
Kepler-186 b,0.09500000,0.00390000,3.88679070000,3788.00
91 Aqr b,1.17000000,3.20000000,181.40000000000,4665.00
GJ 163 b,0.29000000,0.03335116,8.63182000000,3500.00
Kepler-27 c,0.43700000,13.80000000,31.33090000000,5400.00
Kepler-27 b,0.35700000,9.11000000,15.33480000000,5400.00
HD 215497 c,1.16000000,0.35000000,566.00000000000,5113.00
BD-06 1339 b,,4.79200000,3.87280000000,4324.00
Kepler-186 d,0.12500000,0.00800000,13.34299600000,3788.00
Kepler-11 d,0.27800000,0.02300000,22.68450000000,5663.00
Kepler-11 b,0.16100000,0.00600000,10.30390000000,5663.00
Kepler-31 c,0.47300000,4.70000000,42.63180000000,6340.00
Kepler-32 c,0.17800000,0.50000000,8.75220000000,3900.00
Kepler-1735 b,0.10654772,0.00578000,7.71792984000,3975.00
HD 66141 b,1.14000000,6.00000000,480.50000000000,4323.00
HD 208527 b,1.11000000,9.90000000,875.50000000000,4035.00
MOA-bin-1L b,1.16000000,3.70000000,,
GU Psc b,1.26500000,11.30000000,,4031.81
GJ 163 c,0.22300000,0.02139509,25.63058000000,3500.00
GJ 163 d,0.52800000,0.09250228,603.95116000000,3500.00
Kepler-32 d,0.24087787,0.12556744,22.78020000000,3900.00
Kepler-31 d,0.34793470,6.80000000,87.64510000000,6340.00
HAT-P-45 b,1.42600000,0.89200000,3.12899200000,6330.00
HAT-P-44 b,1.24200000,0.35200000,4.30121900000,5295.00
MOA-2010-BLG-073L b,1.11000000,11.00000000,,
HAT-P-27 b,1.02000000,0.62000000,3.03957700000,5316.00
DENIS-P J082303.1-491201 b,1.06000000,28.50000000,246.36000000000,
HIP 63242 b,1.12000000,9.18000000,124.60000000000,4830.00
Kepler-31 b,0.49100000,0.11560263,20.86130000000,6340.00
Kepler-32 f,0.07315550,3.04953232,0.74296000000,3900.00
HD 66428 c,1.20000000,1.76400000,10478.84437000000,5716.00
Kepler-424 c,1.13000000,6.97000000,223.30000000000,5460.00
KMT-2023-BLG-1896L b,0.37400000,0.05144285,,
HD 190984 b,1.16000000,3.58000000,4885.00000000000,5988.00
Kepler-134 c,0.11200000,0.00669000,10.10578500000,5983.00
Kepler-210 b,0.26200000,0.02820000,2.45323400000,4559.00
Kepler-422 b,1.15000000,0.43000000,7.89144830000,5972.00
Kepler-426 b,1.09000000,0.34000000,3.21751883000,5725.00
Kepler-16 b,0.75380000,0.33300000,228.77600000000,4450.00
KOI-94 d,1.00500000,0.33400000,22.34298900000,6182.00
KOI-94 b,0.15300000,0.03300000,3.74320800000,6182.00
Kepler-35 b,0.72800000,0.12700000,131.45800000000,5606.00
HD 103774 b,1.19000000,0.36700000,5.88810000000,6489.00
HD 109271 b,0.38500000,0.05400000,7.85430000000,5783.00
Kepler-415 c,0.17932050,0.01480000,8.70800000000,4362.00
HD 50554 b,1.14000000,5.85000000,1293.00000000000,5987.00
Kepler-428 b,1.08000000,1.27000000,3.52563254000,5150.00
Kepler-425 b,0.97800000,0.25000000,3.79701816000,5170.00
WASP-70 A b,1.16400000,0.59000000,3.71302030000,5763.00
KOI-94 e,0.58500000,0.11000000,54.32031000000,6182.00
Kepler-396 c,0.47300000,0.05600000,88.50500000000,5656.00
MOA-2010-BLG-477L b,1.21000000,1.50000000,,5950.00
HD 183263 b,1.17000000,3.47100000,624.87404000000,5948.00
HD 166724 b,1.16000000,3.80000000,5144.00000000000,5127.00
Kepler-122 f,0.15600000,0.11300000,56.26800000000,5917.00
Kepler-96 b,0.23800000,0.02700000,16.23850000000,5690.00
KOI-13 b,1.51200000,9.28000000,1.76358800000,7650.00
Kepler-17 b,1.31000000,2.45000000,1.48571080000,5781.00
TOI-7510 d,0.93900000,0.59700000,48.86446800000,5720.00
CoRoT-23 b,1.05000000,2.80000000,3.63130000000,5900.00
BD+20 274 b,1.16000000,4.20000000,578.20000000000,4296.00
HD 219415 b,1.23000000,1.00000000,2093.30000000000,4820.00
HD 150706 b,1.18000000,2.43000000,5894.00000000000,5961.00
OGLE-2011-BLG-0251L b,1.27000000,0.53000000,,
Kepler-414 c,0.26900000,0.09400000,7.17100000000,5536.00
HD 3167 e,0.25300000,0.02646082,96.63000000000,5261.00
Kepler-42 c,0.06500000,0.18984143,0.45328509000,3068.00
Kepler-33 c,0.28500000,0.00122707,13.17562000000,5904.00
Kepler-641 b,0.16504595,0.01280000,9.48961571000,5713.00
Kepler-410 A b,0.25300000,0.02650000,17.83364800000,6273.00
Kepler-314 c,0.25900000,0.02750000,5.96039200000,5378.00
HD 168863 b,1.13000000,6.78000000,14773.93272000000,4905.00
HD 89839 b,1.15000000,5.01000000,3441.00000000000,6314.00
Kepler-415 b,0.10800000,0.37700000,4.17600000000,4362.00
Kepler-338 e,0.13900000,0.02700000,9.34100000000,5999.00
Kepler-33 e,0.35900000,0.01752509,31.78440000000,5904.00
Kepler-33 b,0.15500000,0.01160000,5.66793000000,5904.00
Kepler-46 c,1.21000000,0.37600000,57.01100000000,5155.00
Kepler-318 b,0.42000000,0.06270000,4.66271500000,5746.00
Kepler-314 b,0.07400000,0.00157000,2.46106900000,5378.00
Kepler-46 b,0.80800000,6.00000000,33.60134000000,5155.00
USco CTIO 108 b,1.10000000,14.00000000,,2700.00
Kepler-130 c,0.25900000,0.02750000,27.50868000000,5879.00
Kepler-418 b,1.20000000,1.10000000,86.67856000000,5820.00
Kepler-33 f,0.39790000,0.03020483,41.02902000000,5904.00
Kepler-33 d,0.47700000,0.01230217,21.77596000000,5904.00
HD 155358 c,1.24000000,0.82000000,391.90000000000,5900.00
Kepler-52 b,0.18700000,0.42475750,7.87735650000,4075.00
Kepler-58 b,0.24800000,0.11169549,10.21849540000,5843.00
HD 183263 c,1.12000000,9.31000000,4667.97841000000,5948.00
HD 187123 b,1.27000000,0.52300000,3.09658280000,5790.00
V0391 Peg b,1.17000000,3.20000000,1170.00000000000,29300.00
Kepler-62 e,0.14400000,0.11300000,122.38740000000,4925.00
HD 197037 b,1.24000000,0.79000000,1035.70000000000,6150.00
CFBDSIR J145829+101343 b,1.11000000,10.50000000,10037.50000000000,580.50
Kepler-269 b,0.22000000,0.02100000,5.32671800000,5847.00
Kepler-300 c,0.20100000,0.01790000,40.71495500000,5986.00
Kepler-149 d,0.35300000,0.04670000,160.01803200000,5381.00
Kepler-124 d,0.09900000,0.00444000,30.95085100000,4984.00
Kepler-276 d,0.25000000,0.05100000,48.64800000000,5693.00
Kepler-114 c,0.14300000,0.00900000,8.04100000000,4660.00
Kepler-297 b,0.25600000,0.15300000,38.87182600000,5619.00
WASP-83 b,1.04000000,0.30000000,4.97125200000,5510.00
WASP-89 b,1.04000000,5.90000000,3.35642270000,5130.00
Kepler-402 c,0.13900000,0.00961000,6.12482100000,6090.00
Kepler-157 b,0.11800000,0.00724000,1.73234200000,5774.00
HATS-6 b,0.99800000,0.31900000,3.32527250000,3724.00
Kepler-450 c,0.23374074,0.03932920,15.41313500000,6197.21
Kepler-81 c,0.21100000,0.01400000,12.04000000000,4385.00
Kepler-412 b,1.34100000,0.94100000,1.72086040000,5750.00
Kepler-92 b,0.31300000,0.20200000,13.74900000000,5883.00
Kepler-288 c,0.25400000,0.02670000,19.30577200000,5918.00
Kepler-295 b,0.10900000,0.00624000,12.64516400000,5603.00
Kepler-178 d,0.35200000,0.04650000,96.67898800000,5676.00
Kepler-44 b,1.09000000,1.00000000,3.24672930000,5800.00
Kepler-41 b,1.29000000,0.56000000,1.85555820000,5750.00
Kepler-450 d,0.07467214,0.05537552,7.51464000000,6197.21
POTS-1 b,0.94100000,2.31000000,3.16062960000,4400.00
Kepler-350 d,0.25000000,0.04700000,26.13600000000,6492.30
Kepler-238 f,0.17800000,0.04200000,50.44700000000,5800.00
Kepler-287 c,0.29100000,0.20765922,44.85189600000,5806.00
Kepler-285 b,0.12000000,0.00742000,2.63386700000,5411.00
Kepler-181 b,0.11300000,0.00678000,3.13787300000,5333.00
Kepler-1398 c,0.09189045,0.00340000,4.13827595000,6126.00
RR Cae b,1.16000000,4.20000000,4343.50000000000,3904.00
WASP-24 b,1.38000000,1.24000000,2.34121000000,6075.00
WASP-21 b,1.07000000,0.30000000,4.32248200000,5800.00
LHS 3844 b,0.11624587,0.00708000,0.46292913000,3036.00
TOI-237 b,0.12846820,0.00839000,5.43609800000,3212.00
K2-237 b,1.43300000,1.36600000,2.18053332000,6180.00
Kepler-284 b,0.20000000,0.01780000,12.69914900000,5615.00
Kepler-654 b,0.18467303,0.01550000,13.72465129000,5865.00
Kepler-199 c,0.29000000,0.03340000,67.09340800000,5644.00
Kepler-214 b,0.23300000,0.02300000,15.66054400000,6169.00
Kepler-87 b,1.20400000,1.02000000,114.73635000000,5600.00
Kepler-75 b,1.05000000,10.10000000,8.88491160000,5200.00
Kepler-74 b,0.96000000,0.63000000,7.34071100000,6000.00
Kepler-145 c,0.38500000,0.25000000,42.88200000000,6022.00
Kepler-328 b,0.20500000,0.09000000,34.92100000000,6064.00
Kepler-115 c,0.23200000,0.02290000,8.99088900000,5979.00
Kepler-341 c,0.15200000,0.01110000,8.01041000000,6012.00
Kepler-225 b,0.10700000,0.00588000,6.73897500000,3682.00
Kepler-871 b,0.33366045,0.04240000,22.04590180000,5993.00
Kepler-56 c,0.87400000,0.57000000,21.40239000000,4840.00
XO-5 b,1.14000000,1.19000000,4.18775580000,5430.00
Kepler-447 b,1.65000000,1.37000000,7.79430132000,5493.00
Kepler-216 b,0.21000000,0.01930000,7.69364100000,6091.00
Kepler-259 c,0.24100000,0.02440000,36.92493100000,5938.00
Kepler-293 b,0.27400000,0.03030000,19.25419600000,5804.00
Kepler-291 b,0.19300000,0.01670000,3.54651100000,6002.00
Kepler-242 c,0.17800000,0.01470000,14.49648100000,5020.00
Kepler-240 b,0.12200000,0.00771000,4.14449500000,4985.00
Kepler-56 b,0.58100000,0.07000000,10.50160000000,4840.00
WASP-16 b,1.22000000,1.24000000,3.11860000000,5700.00
WASP-17 b,1.87000000,0.78000000,3.73543000000,6550.00
WASP-18 b,1.24000000,10.20000000,0.94145223000,6432.00
HAT-P-54 b,0.94400000,0.76000000,3.79984700000,4390.00
TrES-5 b,1.19400000,1.79000000,1.48224686000,5171.00
Kepler-148 c,0.32100000,0.03980000,4.18004300000,5272.00
Kepler-179 b,0.14600000,0.01050000,2.73592600000,5302.00
Kepler-303 b,0.07900000,0.00201000,1.93705500000,3944.00
Kepler-260 b,0.17900000,0.01480000,8.18739900000,5250.00
Kepler-226 b,0.13800000,0.07600000,3.94099700000,5571.00
WASP-19 b,1.41500000,1.15400000,0.78883852000,5616.00
WASP-26 b,1.21000000,0.85000000,2.75660000000,6034.00
WASP-29 b,0.77000000,0.23000000,3.92273000000,4800.00
WASP-33 b,1.59300000,2.09300000,1.21987000000,7430.00
HATS-14 b,1.03900000,1.07100000,2.76676410000,5346.00
HD 95086 b,1.15000000,5.00000000,,7595.00
Kepler-165 c,0.19900000,0.01760000,15.31299000000,5211.00
Kepler-197 d,0.10900000,0.00624000,15.67756300000,6004.00
Kepler-125 b,0.21100000,0.01950000,4.16438900000,3810.00
Kepler-306 c,0.21000000,0.01930000,7.24019300000,4954.00
KOI-351 e,0.23700000,0.02380000,91.93913000000,6080.00
KOI-351 c,0.10600000,0.00570000,8.71937500000,6080.00
Kepler-222 c,0.41400000,0.06120000,10.08881000000,5433.00
Kepler-184 d,0.22200000,0.02130000,29.02235800000,5788.00
Kepler-309 b,0.13900000,0.00961000,5.92365300000,4713.00
Kepler-696 b,0.54777411,0.09840000,4.19042557500,5903.00
Kepler-11 f,0.22200000,0.00600000,46.68880000000,5663.00
Kepler-11 e,0.37400000,0.02500000,31.99960000000,5663.00
Kepler-11 g,0.29700000,0.07900000,118.38070000000,5663.00
Kepler-166 c,0.21200000,0.01970000,34.26028100000,5413.00
Kepler-275 b,0.20900000,0.01910000,10.30068200000,6165.00
Kepler-1298 b,0.11687037,0.00714000,7.12811928000,6339.00
Kepler-11 c,0.25600000,0.00900000,13.02410000000,5663.00
WASP-57 b,1.05000000,0.64400000,2.83891856000,5600.00
HAT-P-50 b,1.28800000,1.35000000,3.12201090000,6280.00
MOA-2008-BLG-379L b,1.16000000,4.10000000,,
HD 13908 b,1.24000000,0.86500000,19.38200000000,6255.00
Kepler-108 b,0.77200000,0.17600000,49.18392100000,5854.00
Kepler-264 b,0.29700000,0.03480000,40.80623100000,6158.00
Kepler-279 b,0.32300000,13.15467689,12.30968100000,6363.00
Kepler-286 c,0.12200000,0.00771000,3.46809500000,5580.00
GJ 667 C c,0.15800000,0.01200000,28.14000000000,3350.00
HD 13908 c,1.15000000,5.13000000,931.00000000000,6255.00
HD 159243 b,1.22000000,1.13000000,12.62000000000,6123.00
Kepler-261 b,0.19400000,0.01700000,10.38122700000,5098.00
HIP 57274 c,1.27000000,0.40902369,32.03000000000,4640.00
Kepler-292 d,0.19900000,0.01760000,7.05567900000,5299.00
GJ 667 C f,0.12900000,0.00800000,39.02600000000,3350.00
HD 73526 c,1.19000000,2.25000000,379.10000000000,5601.00
HD 106906 b,1.11000000,11.00000000,,6516.00
Kepler-119 b,0.32100000,0.03980000,2.42208200000,5595.00
HD 220074 b,1.09000000,16.64000000,672.09998000000,3787.00
Kepler-297 c,0.58300000,0.13200000,74.92013700000,5619.00
Kepler-343 b,0.21500000,0.02010000,8.96855000000,5807.00
Kepler-282 d,0.21900000,0.19200000,24.80600000000,5656.00
Kepler-158 b,0.18900000,0.01620000,16.70918400000,4623.00
Kepler-273 b,0.13400000,0.00899000,2.93653200000,5626.00
Kepler-677 b,0.47997145,0.07860000,6.57531678000,5723.00
Kepler-306 b,0.13600000,0.00920000,4.64618600000,4954.00
Kepler-267 d,0.20300000,0.01820000,28.46451500000,4258.00
DP Leo b,1.14000000,6.28000000,10220.00000000000,13500.00
HAT-P-19 b,1.00800000,0.27700000,4.00878322000,4962.00
HAT-P-34 b,1.19700000,3.33000000,5.45265400000,6442.00
WASP-11 b,1.11000000,0.79000000,3.72247000000,4800.00
WASP-37 b,1.16000000,1.80000000,3.57746900000,5800.00
WASP-90 b,1.63000000,0.63000000,3.91624300000,6430.00
K2-26 b,0.23820145,0.02390000,14.56650000000,3785.00
Kepler-276 c,0.25900000,0.05200000,31.88400000000,5693.00
Kepler-305 b,0.32100000,0.03300000,5.48700000000,5080.00
Kepler-266 b,0.22100000,0.02110000,6.61833000000,5885.00
Kepler-121 c,0.20300000,0.01820000,41.00801100000,5311.00
Kepler-338 d,0.26800000,0.02920000,44.43101400000,5923.00
2MASS J01225093-2439505 b,1.00000000,24.50000000,,3530.00
WASP-52 b,1.27000000,0.46000000,1.74977980000,5000.00
WASP-75 b,1.27000000,1.07000000,2.48419300000,6100.00
WASP-135 b,1.30000000,1.90000000,1.40137940000,5675.00
HD 222237 b,1.15000000,5.19000000,14892.00000000000,4751.00
Kepler-126 d,0.22300000,0.17175992,100.28313400000,6239.00
Kepler-381 c,0.10000000,0.00459000,13.39163500000,6152.00
